id,promedio,curso_id,estudiante_id,periodo_id
852088,13,133,9139,187
852089,13.95,133,9238,187
852090,15.95,133,9057,187
852091,16.75,133,9043,187
852092,16.7,133,9061,187
852093,16.95,133,9338,187
852094,17.65,133,9037,187
852095,14.45,133,9290,187
852096,13.2,133,9076,187
852097,14.45,133,9189,187
852098,15.9,133,9199,187
852099,17.95,133,9218,187
852100,17.35,133,9074,187
852101,16.2,133,9068,187
852102,16,133,8953,187
852103,15.9,133,8989,187
852104,15.95,133,9291,187
852105,14.35,133,9271,187
852106,17.2,133,9277,187
852107,15.8,133,9163,187
852108,17.25,133,9285,187
852109,17.5,133,9224,187
852110,12.85,133,9066,187
852111,14.95,133,9069,187
852112,16.85,133,9160,187
852113,16.95,133,9325,187
852114,16.2,133,9155,187
852115,16.95,133,9214,187
852116,17.6,133,9219,187
852117,11.6,133,8949,187
852118,16,133,9305,187
852119,13.25,133,9194,187
852120,16.85,133,9228,187
852121,14.85,133,9225,187
852122,14.95,133,9299,187
852123,16.25,133,9092,187
852124,12.6,133,9234,187
852125,15.25,133,9319,187
852126,17,133,9130,187
852127,15.45,133,9054,187
852128,13.6,133,9111,187
852129,13.95,133,9268,187
852130,15.5,133,9284,187
852131,15.6,133,8981,187
852132,14.85,133,9156,187
852133,15.6,133,9046,187
852134,14.35,133,9031,187
852135,18.8,133,9243,187
852136,15.1,133,9241,187
852137,18.2,133,8964,187
852138,14.65,133,9071,187
852139,13.85,133,9019,187
852140,11.45,133,9035,187
852141,18.15,133,9175,187
852142,17.85,133,9242,187
852143,17.8,133,9121,187
852144,15.6,133,9095,187
852145,16.15,133,9266,187
852146,15.25,133,9006,187
852147,19.25,133,8962,187
852148,12.45,133,9181,187
852149,13.95,133,9231,187
852150,14.85,133,9174,187
852151,15.25,133,9310,187
852152,14.45,133,9340,187
852153,10.95,133,9226,187
852154,17.5,133,9330,187
852155,17.25,133,8965,187
852156,13,133,9004,187
852157,15.85,133,9137,187
852158,13,133,9216,187
852159,15.25,133,9100,187
852160,15.1,133,9223,187
852161,18.45,133,9183,187
852162,15.7,133,9044,187
852163,17,133,9303,187
852164,12.2,133,9038,187
852165,19.25,133,9294,187
852166,16.85,133,9133,187
852167,13.9,133,9008,187
852168,15.85,133,8942,187
852169,11.7,133,8954,187
852170,12.45,133,9067,187
852171,17.2,133,9099,187
852172,15.65,133,8973,187
852173,18,133,9022,187
852174,14.2,133,9112,187
852175,15.45,133,9328,187
852176,14.1,133,9143,187
852177,15.2,133,8993,187
852178,17.95,133,9166,187
852179,13.5,133,9065,187
852180,16.25,133,9333,187
852181,15.5,133,9120,187
852182,16.95,133,8947,187
852183,18.25,133,9215,187
852184,15.85,133,8950,187
852185,17.5,133,9198,187
852186,16.9,133,9045,187
852187,16.6,133,9108,187
852188,16.5,133,9083,187
852189,16.6,133,9336,187
852190,13.2,133,9251,187
852191,10.8,133,9102,187
852192,12.35,133,9267,187
852193,11.25,133,9281,187
852194,12.25,133,9117,187
852195,15.6,133,9013,187
852196,18.45,133,9220,187
852197,16.2,133,9055,187
852198,17.15,133,9115,187
852199,15.6,133,8998,187
852200,12.95,133,8969,187
852201,11.25,133,9027,187
852202,15.4,133,9308,187
852203,14.85,133,9270,187
852204,17.6,133,9138,187
852205,17.6,133,9304,187
852206,17.25,133,8971,187
852207,18.5,133,9134,187
852208,15.75,133,9011,187
852209,16.2,133,9039,187
852210,13.5,133,9075,187
852211,18,133,9072,187
852212,11.6,133,9184,187
852213,15,133,9016,187
852214,19.1,133,9041,187
852215,15.6,133,9208,187
852216,14.75,133,9275,187
852217,17.35,133,9239,187
852218,19.25,133,9173,187
852219,17.25,133,9289,187
852220,16.2,133,9172,187
852221,17,133,9110,187
852222,14,133,9236,187
852223,11.6,133,9337,187
852224,12.2,133,9165,187
852225,15.6,133,8951,187
852226,16.6,133,9191,187
852227,13.25,133,9282,187
852228,17.25,133,9028,187
852229,17.2,133,8987,187
852230,14,133,9168,187
852231,17.85,133,9298,187
852232,14.9,133,9017,187
852233,12.85,133,9062,187
852234,17.6,133,9128,187
852235,17.85,133,9169,187
852236,15.5,133,8957,187
852237,12.6,133,9059,187
852238,13.9,133,8978,187
852239,14.95,133,9064,187
852240,15.85,133,9196,187
852241,18.45,133,9053,187
852242,16.45,133,9145,187
852243,16,133,8997,187
852244,18.6,133,9161,187
852245,14.5,133,9237,187
852246,14.6,133,9153,187
852247,16.75,133,9026,187
852248,17.85,133,9192,187
852249,19,133,9132,187
852250,17,133,9162,187
852251,18.65,133,8960,187
852252,18.6,133,9177,187
852253,16.85,133,9157,187
852254,16.25,133,9186,187
852255,15.8,133,9086,187
852256,14.85,133,8982,187
852257,16.1,133,9158,187
852258,11.45,133,9049,187
852259,15,133,9178,187
852260,17.5,133,9332,187
852261,10.6,133,9030,187
852262,18.35,133,9051,187
852263,15.55,133,8977,187
852264,16.1,133,9012,187
852265,16.25,133,9314,187
852266,15.5,133,9024,187
852267,17.5,133,9093,187
852268,13.45,133,9315,187
852269,15.1,133,9142,187
852270,16.1,133,9217,187
852271,15.85,133,9126,187
852272,16.25,133,9070,187
852273,18.6,133,9313,187
852274,14.5,133,9180,187
852275,15.65,133,9005,187
852276,14.1,133,9244,187
852277,15.5,133,9091,187
852278,17.85,133,9327,187
852279,17.15,133,8986,187
852280,14.35,133,9316,187
852281,10.75,133,9116,187
852282,14.4,133,8979,187
852283,16.7,133,8994,187
852284,15.95,133,9247,187
852285,17.25,133,9206,187
852286,16,133,9118,187
852287,17.2,133,8980,187
852288,17.95,133,9326,187
852289,14.6,133,9312,187
852290,15.2,133,8956,187
852291,16.65,133,9269,187
852292,16,133,9261,187
852293,16.2,133,8967,187
852294,16.6,133,9023,187
852295,11,133,9097,187
852296,15.7,133,9098,187
852297,16,134,9322,187
852298,16.35,134,9148,187
852299,13.6,134,8991,187
852300,16.55,134,8952,187
852301,16.6,134,9280,187
852302,18.1,134,9034,187
852303,16.4,134,9279,187
852304,13.2,134,9123,187
852305,15.1,134,9309,187
852306,15.8,134,9272,187
852307,16.2,134,9018,187
852308,17.2,134,9246,187
852309,17.6,134,9287,187
852310,15.6,134,8961,187
852311,14.85,134,9300,187
852312,14.85,134,8968,187
852313,14.95,134,9107,187
852314,12.95,134,9307,187
852315,15.15,134,8983,187
852316,15.1,134,9146,187
852317,17.7,134,9317,187
852318,17.5,134,9127,187
852319,14.9,134,9257,187
852320,16.05,134,9085,187
852321,17.2,134,9230,187
852322,16.25,134,9056,187
852323,15.1,134,9176,187
852324,14.2,134,9240,187
852325,16,134,9190,187
852326,15.6,134,9204,187
852327,17.85,134,9002,187
852328,14,134,9278,187
852329,16.25,134,9202,187
852330,17.35,134,9032,187
852331,15.5,134,9047,187
852332,15.35,134,9286,187
852333,18.7,134,9082,187
852334,15.2,134,9221,187
852335,12.15,134,8995,187
852336,15.95,134,9265,187
852337,16.35,134,9025,187
852338,15.2,134,9324,187
852339,17.5,134,9227,187
852340,14.75,134,9259,187
852341,18.2,134,9301,187
852342,15.6,134,8945,187
852343,16.5,134,9197,187
852344,17.85,134,9232,187
852345,13,134,9078,187
852346,16.6,134,8946,187
852347,15.1,134,9119,187
852348,15.25,134,9212,187
852349,17.4,134,9248,187
852350,17.25,134,9185,187
852351,18,134,9036,187
852352,13.85,134,9000,187
852353,13,134,8955,187
852354,17.25,134,9288,187
852355,15.45,134,9014,187
852356,18.95,134,8999,187
852357,17.55,134,8944,187
852358,17.75,134,9213,187
852359,17.7,134,9105,187
852360,11.45,134,9273,187
852361,11.2,134,9140,187
852362,16.35,134,9131,187
852363,15,134,8984,187
852364,15.25,134,9042,187
852365,16.45,134,9151,187
852366,14.6,134,8976,187
852367,11.35,134,9104,187
852368,15.45,134,9170,187
852369,12.45,134,9141,187
852370,18.75,134,9164,187
852371,15,134,9256,187
852372,15.85,134,9144,187
852373,15.6,134,9079,187
852374,13.4,134,9150,187
852375,16.05,134,9274,187
852376,18.45,134,9335,187
852377,14.6,134,9010,187
852378,17.6,134,9320,187
852379,16.4,134,8943,187
852380,16.2,134,8992,187
852381,17,134,9258,187
852382,15.6,134,9187,187
852383,13.6,134,9063,187
852384,17.45,134,9262,187
852385,15.5,134,9149,187
852386,15.2,134,9050,187
852387,16.95,134,8958,187
852388,14.65,134,9323,187
852389,15.55,134,9087,187
852390,18.25,134,9179,187
852391,15.1,134,9167,187
852392,16.5,134,8963,187
852393,14.45,134,9125,187
852394,17.25,134,9029,187
852395,16.2,134,9015,187
852396,12.25,134,9084,187
852397,12.6,134,9147,187
852398,15,134,8948,187
852399,13.65,134,9295,187
852400,15,134,9136,187
852401,17.15,134,9339,187
852402,18.25,134,9171,187
852403,15.55,134,9201,187
852404,17.2,134,9306,187
852405,16.1,134,9249,187
852406,18.2,134,9203,187
852407,17.4,134,8972,187
852408,17,134,9020,187
852409,15.85,134,9080,187
852410,17,134,9311,187
852411,17.45,134,9154,187
852412,15.2,134,9052,187
852413,16.55,134,9101,187
852414,15.15,134,9205,187
852415,14.75,134,9113,187
852416,17.55,134,9096,187
852417,14.2,134,9021,187
852418,15.35,134,8990,187
852419,13,134,8966,187
852420,16.85,134,9200,187
852421,12.25,134,9283,187
852422,15.4,134,9114,187
852423,14.85,134,9245,187
852424,17.35,134,9058,187
852425,14.65,134,9124,187
852426,15.8,134,9276,187
852427,16.9,134,9077,187
852428,11.5,134,9139,187
852429,11.45,134,9238,187
852430,15.8,134,9057,187
852431,15.35,134,9043,187
852432,15.85,134,9061,187
852433,17.2,134,9338,187
852434,17.6,134,9037,187
852435,13.6,134,9290,187
852436,13.6,134,9076,187
852437,13.25,134,9189,187
852438,17.35,134,9199,187
852439,17.4,134,9218,187
852440,15.85,134,9074,187
852441,16.25,134,9068,187
852442,16.45,134,8953,187
852443,15.85,134,8989,187
852444,15.8,134,9291,187
852445,12.6,134,9271,187
852446,15.9,134,9277,187
852447,15.6,134,9163,187
852448,17.85,134,9285,187
852449,17.7,134,9224,187
852450,12.45,134,9066,187
852451,14.5,134,9069,187
852452,16.2,134,9160,187
852453,16.1,134,9325,187
852454,15.6,134,9155,187
852455,14.8,134,9214,187
852456,17.85,134,9219,187
852457,10.35,134,8949,187
852458,14.7,134,9305,187
852459,12.25,134,9194,187
852460,16,134,9228,187
852461,13.9,134,9225,187
852462,16.6,134,9299,187
852463,17.35,134,9092,187
852464,12.65,134,9234,187
852465,16,134,9319,187
852466,17.25,134,9130,187
852467,16.1,134,9054,187
852468,14.25,134,9111,187
852469,13.1,134,9268,187
852470,15.6,134,9284,187
852471,15.25,134,8981,187
852472,16,134,9156,187
852473,16.6,134,9046,187
852474,12.9,134,9031,187
852475,17.85,134,9243,187
852476,14.6,134,9241,187
852477,17.3,134,8964,187
852478,13.5,134,9071,187
852479,13.85,134,9019,187
852480,11,134,9035,187
852481,18.2,134,9175,187
852482,17.25,134,9242,187
852483,17.55,134,9121,187
852484,15.25,134,9095,187
852485,15.75,134,9266,187
852486,15.6,134,9006,187
852487,17.8,134,8962,187
852488,12.25,134,9181,187
852489,12.2,134,9231,187
852490,14.6,134,9174,187
852491,15.1,134,9310,187
852492,14.65,134,9340,187
852493,11.35,134,9226,187
852494,15.05,134,9330,187
852495,15.85,134,8965,187
852496,12.6,134,9004,187
852497,13.7,134,9137,187
852498,10.85,134,9216,187
852499,16.2,134,9100,187
852500,14.9,134,9223,187
852501,16.6,134,9183,187
852502,13.95,134,9044,187
852503,14.95,134,9303,187
852504,13.35,134,9038,187
852505,18.5,134,9294,187
852506,17.7,134,9133,187
852507,14.9,134,9008,187
852508,15.95,134,8942,187
852509,11.45,134,8954,187
852510,13.4,134,9067,187
852511,16.45,134,9099,187
852512,14.95,134,8973,187
852513,17.1,134,9022,187
852514,14.25,134,9112,187
852515,14.6,134,9328,187
852516,13.9,134,9143,187
852517,14.45,134,8993,187
852518,17.6,134,9166,187
852519,12.7,134,9065,187
852520,16,134,9333,187
852521,16.95,134,9120,187
852522,15,134,8947,187
852523,18.5,134,9215,187
852524,17.5,134,8950,187
852525,17.55,134,9198,187
852526,17.6,134,9045,187
852527,16.65,134,9108,187
852528,15.4,134,9083,187
852529,15.15,134,9336,187
852530,12.85,134,9251,187
852531,11.6,134,9102,187
852532,12,134,9267,187
852533,12.45,134,9281,187
852534,12.95,134,9117,187
852535,14.8,134,9013,187
852536,17.5,134,9220,187
852537,16.45,134,9055,187
852538,16.2,134,9115,187
852539,15.3,134,8998,187
852540,12.6,134,8969,187
852541,12.7,134,9027,187
852542,13.55,134,9308,187
852543,15.35,134,9270,187
852544,16.85,134,9138,187
852545,16.65,134,9304,187
852546,18.6,134,8971,187
852547,17.2,134,9134,187
852548,16,134,9011,187
852549,15.4,134,9039,187
852550,12.2,134,9075,187
852551,17.65,134,9072,187
852552,11.6,134,9184,187
852553,15.6,134,9016,187
852554,18.25,134,9041,187
852555,15.5,134,9208,187
852556,14.85,134,9275,187
852557,16.2,134,9239,187
852558,18,134,9173,187
852559,18,134,9289,187
852560,16.35,134,9172,187
852561,16.1,134,9110,187
852562,14.25,134,9236,187
852563,12.4,134,9337,187
852564,12.35,134,9165,187
852565,16.65,134,8951,187
852566,16.3,134,9191,187
852567,12.85,134,9282,187
852568,16.4,134,9028,187
852569,16.1,134,8987,187
852570,14.6,134,9168,187
852571,16.2,134,9298,187
852572,16,134,9017,187
852573,12.75,134,9062,187
852574,17.65,134,9128,187
852575,16.6,134,9169,187
852576,15.65,134,8957,187
852577,11.9,134,9059,187
852578,13.8,134,8978,187
852579,16.85,134,9064,187
852580,16.9,134,9196,187
852581,18.1,134,9053,187
852582,16.3,134,9145,187
852583,16.25,134,8997,187
852584,16.9,134,9161,187
852585,13.95,134,9237,187
852586,14.8,134,9153,187
852587,15.65,134,9026,187
852588,17.1,134,9192,187
852589,17.45,134,9132,187
852590,17.65,134,9162,187
852591,16.85,134,8960,187
852592,17.35,134,9177,187
852593,15.65,134,9157,187
852594,15,134,9186,187
852595,17.8,134,9086,187
852596,16.55,134,8982,187
852597,16.35,134,9158,187
852598,11.5,134,9049,187
852599,15.1,134,9178,187
852600,17.35,134,9332,187
852601,9.6,134,9030,187
852602,18.6,134,9051,187
852603,16.2,134,8977,187
852604,16.95,134,9012,187
852605,17.25,134,9314,187
852606,16.2,134,9024,187
852607,17.25,134,9093,187
852608,14.4,134,9315,187
852609,14.6,134,9142,187
852610,15.8,134,9217,187
852611,14.6,134,9126,187
852612,15.6,134,9070,187
852613,18.25,134,9313,187
852614,14.95,134,9180,187
852615,16.9,134,9005,187
852616,13,134,9244,187
852617,14.5,134,9091,187
852618,16.45,134,9327,187
852619,17.65,134,8986,187
852620,15.75,134,9316,187
852621,11.6,134,9116,187
852622,14.25,134,8979,187
852623,16.35,134,8994,187
852624,13.8,134,9247,187
