id,fecha_emision,estudiante_id,periodo_id
21563,2026-07-22,8943,187
21564,2026-07-22,8992,187
21565,2026-07-22,9258,187
21566,2026-07-22,9187,187
21567,2026-07-22,9063,187
21568,2026-07-22,9262,187
21569,2026-07-22,9149,187
21570,2026-07-22,9050,187
21571,2026-07-22,8958,187
21572,2026-07-22,9323,187
21573,2026-07-22,9087,187
21574,2026-07-22,9179,187
21575,2026-07-22,9167,187
21576,2026-07-22,8963,187
21577,2026-07-22,9125,187
21578,2026-07-22,9029,187
21579,2026-07-22,9015,187
21580,2026-07-22,9084,187
21581,2026-07-22,9147,187
21582,2026-07-22,8948,187
21583,2026-07-22,9295,187
21584,2026-07-22,9136,187
21585,2026-07-22,9339,187
21586,2026-07-22,9171,187
21587,2026-07-22,9201,187
21588,2026-07-22,9306,187
21589,2026-07-22,9249,187
21590,2026-07-22,9203,187
21591,2026-07-22,8972,187
21592,2026-07-22,9020,187
21593,2026-07-22,9080,187
21594,2026-07-22,9311,187
21595,2026-07-22,9154,187
21596,2026-07-22,9052,187
21597,2026-07-22,9101,187
21598,2026-07-22,9205,187
21599,2026-07-22,9113,187
21600,2026-07-22,9096,187
21601,2026-07-22,9021,187
21602,2026-07-22,8990,187
21603,2026-07-22,8966,187
21604,2026-07-22,9200,187
21605,2026-07-22,9283,187
21606,2026-07-22,9114,187
21607,2026-07-22,9245,187
21608,2026-07-22,9058,187
21609,2026-07-22,9124,187
21610,2026-07-22,9276,187
21611,2026-07-22,9077,187
21612,2026-07-22,9139,187
21613,2026-07-22,9238,187
21614,2026-07-22,9057,187
21615,2026-07-22,9043,187
21616,2026-07-22,9061,187
21617,2026-07-22,9338,187
21618,2026-07-22,9037,187
21619,2026-07-22,9290,187
21620,2026-07-22,9076,187
21621,2026-07-22,9189,187
21622,2026-07-22,9199,187
21623,2026-07-22,9218,187
21624,2026-07-22,9074,187
21625,2026-07-22,9068,187
21626,2026-07-22,8953,187
21627,2026-07-22,8989,187
21628,2026-07-22,9291,187
21629,2026-07-22,9271,187
21630,2026-07-22,9277,187
21631,2026-07-22,9163,187
21632,2026-07-22,9285,187
21633,2026-07-22,9224,187
21634,2026-07-22,9066,187
21635,2026-07-22,9069,187
21636,2026-07-22,9160,187
21637,2026-07-22,9325,187
21638,2026-07-22,9155,187
21639,2026-07-22,9214,187
21640,2026-07-22,9219,187
21641,2026-07-22,8949,187
21642,2026-07-22,9305,187
21643,2026-07-22,9194,187
21644,2026-07-22,9228,187
21645,2026-07-22,9225,187
21646,2026-07-22,9299,187
21647,2026-07-22,9092,187
21648,2026-07-22,9234,187
21649,2026-07-22,9319,187
21650,2026-07-22,9130,187
21651,2026-07-22,9054,187
21652,2026-07-22,9111,187
21653,2026-07-22,9268,187
21654,2026-07-22,9284,187
21655,2026-07-22,8981,187
21656,2026-07-22,9156,187
21657,2026-07-22,9046,187
21658,2026-07-22,9031,187
21659,2026-07-22,9243,187
21660,2026-07-22,9241,187
21661,2026-07-22,8964,187
21662,2026-07-22,9071,187
21663,2026-07-22,9019,187
21664,2026-07-22,9035,187
21665,2026-07-22,9175,187
21666,2026-07-22,9242,187
21667,2026-07-22,9121,187
21668,2026-07-22,9095,187
21669,2026-07-22,9266,187
21670,2026-07-22,9006,187
21671,2026-07-22,8962,187
21672,2026-07-22,9181,187
21673,2026-07-22,9231,187
21674,2026-07-22,9174,187
21675,2026-07-22,9310,187
21676,2026-07-22,9340,187
21677,2026-07-22,9226,187
21678,2026-07-22,9330,187
21679,2026-07-22,8965,187
21680,2026-07-22,9004,187
21681,2026-07-22,9137,187
21682,2026-07-22,9216,187
21683,2026-07-22,9100,187
21684,2026-07-22,9223,187
21685,2026-07-22,9183,187
21686,2026-07-22,9044,187
21687,2026-07-22,9303,187
21688,2026-07-22,9038,187
21689,2026-07-22,9294,187
21690,2026-07-22,9133,187
21691,2026-07-22,9008,187
21692,2026-07-22,8942,187
21693,2026-07-22,8954,187
21694,2026-07-22,9067,187
21695,2026-07-22,9099,187
21696,2026-07-22,8973,187
21697,2026-07-22,9022,187
21698,2026-07-22,9112,187
21699,2026-07-22,9328,187
21700,2026-07-22,9143,187
21701,2026-07-22,8993,187
21702,2026-07-22,9166,187
21703,2026-07-22,9065,187
21704,2026-07-22,9333,187
21705,2026-07-22,9120,187
21706,2026-07-22,8947,187
21707,2026-07-22,9215,187
21708,2026-07-22,8950,187
21709,2026-07-22,9198,187
21710,2026-07-22,9045,187
21711,2026-07-22,9108,187
21712,2026-07-22,9083,187
21713,2026-07-22,9336,187
21714,2026-07-22,9251,187
21715,2026-07-22,9102,187
21716,2026-07-22,9267,187
21717,2026-07-22,9281,187
21718,2026-07-22,9117,187
21719,2026-07-22,9013,187
21720,2026-07-22,9220,187
21721,2026-07-22,9055,187
21722,2026-07-22,9115,187
21723,2026-07-22,8998,187
21724,2026-07-22,8969,187
21725,2026-07-22,9027,187
21726,2026-07-22,9308,187
21727,2026-07-22,9270,187
21728,2026-07-22,9138,187
21729,2026-07-22,9304,187
21730,2026-07-22,8971,187
21731,2026-07-22,9134,187
21732,2026-07-22,9011,187
21733,2026-07-22,9039,187
21734,2026-07-22,9075,187
21735,2026-07-22,9072,187
21736,2026-07-22,9184,187
21737,2026-07-22,9016,187
21738,2026-07-22,9041,187
21739,2026-07-22,9208,187
21740,2026-07-22,9275,187
21741,2026-07-22,9239,187
21742,2026-07-22,9173,187
21743,2026-07-22,9289,187
21744,2026-07-22,9172,187
21745,2026-07-22,9110,187
21746,2026-07-22,9236,187
21747,2026-07-22,9337,187
21748,2026-07-22,9165,187
21749,2026-07-22,8951,187
21750,2026-07-22,9191,187
21751,2026-07-22,9282,187
21752,2026-07-22,9028,187
21753,2026-07-22,8987,187
21754,2026-07-22,9168,187
21755,2026-07-22,9298,187
21756,2026-07-22,9017,187
21757,2026-07-22,9062,187
21758,2026-07-22,9128,187
21759,2026-07-22,9169,187
21760,2026-07-22,8957,187
21761,2026-07-22,9059,187
21762,2026-07-22,8978,187
21763,2026-07-22,9064,187
21764,2026-07-22,9196,187
21765,2026-07-22,9053,187
21766,2026-07-22,9145,187
21767,2026-07-22,8997,187
21768,2026-07-22,9161,187
21769,2026-07-22,9237,187
21770,2026-07-22,9153,187
21771,2026-07-22,9026,187
21772,2026-07-22,9192,187
21773,2026-07-22,9132,187
21774,2026-07-22,9162,187
21775,2026-07-22,8960,187
21776,2026-07-22,9177,187
21777,2026-07-22,9157,187
21778,2026-07-22,9186,187
21779,2026-07-22,9086,187
21780,2026-07-22,8982,187
21781,2026-07-22,9158,187
21782,2026-07-22,9049,187
21783,2026-07-22,9178,187
21784,2026-07-22,9332,187
21785,2026-07-22,9030,187
21786,2026-07-22,9051,187
21787,2026-07-22,8977,187
21788,2026-07-22,9012,187
21789,2026-07-22,9314,187
21790,2026-07-22,9024,187
21791,2026-07-22,9093,187
21792,2026-07-22,9315,187
21793,2026-07-22,9142,187
21794,2026-07-22,9217,187
21795,2026-07-22,9126,187
21796,2026-07-22,9070,187
21797,2026-07-22,9313,187
21798,2026-07-22,9180,187
21799,2026-07-22,9005,187
21800,2026-07-22,9244,187
21801,2026-07-22,9091,187
21802,2026-07-22,9327,187
21803,2026-07-22,8986,187
21804,2026-07-22,9316,187
21805,2026-07-22,9116,187
21806,2026-07-22,8979,187
21807,2026-07-22,8994,187
21808,2026-07-22,9247,187
21809,2026-07-22,9206,187
21810,2026-07-22,9118,187
21811,2026-07-22,8980,187
21812,2026-07-22,9326,187
21813,2026-07-22,9312,187
21814,2026-07-22,8956,187
21815,2026-07-22,9269,187
21816,2026-07-22,9261,187
21817,2026-07-22,8967,187
21818,2026-07-22,9023,187
21819,2026-07-22,9097,187
21820,2026-07-22,9098,187
21821,2026-07-22,9322,188
21822,2026-07-22,9148,188
21823,2026-07-22,8991,188
21824,2026-07-22,8952,188
21825,2026-07-22,9280,188
21826,2026-07-22,9034,188
21827,2026-07-22,9279,188
21828,2026-07-22,9123,188
21829,2026-07-22,9309,188
21830,2026-07-22,9272,188
21831,2026-07-22,9018,188
21832,2026-07-22,9246,188
21833,2026-07-22,9287,188
21834,2026-07-22,8961,188
21835,2026-07-22,9300,188
21836,2026-07-22,8968,188
21837,2026-07-22,9107,188
21838,2026-07-22,9307,188
21839,2026-07-22,8983,188
21840,2026-07-22,9146,188
21841,2026-07-22,9317,188
21842,2026-07-22,9127,188
21843,2026-07-22,9257,188
21844,2026-07-22,9085,188
21845,2026-07-22,9230,188
21846,2026-07-22,9056,188
21847,2026-07-22,9176,188
21848,2026-07-22,9240,188
21849,2026-07-22,9190,188
21850,2026-07-22,9204,188
21851,2026-07-22,9002,188
21852,2026-07-22,9278,188
21853,2026-07-22,9202,188
21854,2026-07-22,9032,188
21855,2026-07-22,9047,188
21856,2026-07-22,9286,188
21857,2026-07-22,9082,188
21858,2026-07-22,9221,188
21859,2026-07-22,8995,188
21860,2026-07-22,9265,188
21861,2026-07-22,9025,188
21862,2026-07-22,9324,188
21863,2026-07-22,9227,188
21864,2026-07-22,9259,188
21865,2026-07-22,9301,188
21866,2026-07-22,8945,188
21867,2026-07-22,9197,188
21868,2026-07-22,9232,188
21869,2026-07-22,9078,188
21870,2026-07-22,8946,188
21871,2026-07-22,9119,188
21872,2026-07-22,9212,188
21873,2026-07-22,9248,188
21874,2026-07-22,9185,188
21875,2026-07-22,9036,188
21876,2026-07-22,9000,188
21877,2026-07-22,8955,188
21878,2026-07-22,9288,188
21879,2026-07-22,9014,188
21880,2026-07-22,8999,188
21881,2026-07-22,8944,188
21882,2026-07-22,9213,188
21883,2026-07-22,9105,188
21884,2026-07-22,9273,188
21885,2026-07-22,9140,188
21886,2026-07-22,9131,188
21887,2026-07-22,8984,188
21888,2026-07-22,9042,188
21889,2026-07-22,9151,188
21890,2026-07-22,8976,188
21891,2026-07-22,9104,188
21892,2026-07-22,9170,188
21893,2026-07-22,9141,188
21894,2026-07-22,9164,188
21895,2026-07-22,9256,188
21896,2026-07-22,9144,188
21897,2026-07-22,9079,188
21898,2026-07-22,9150,188
21899,2026-07-22,9274,188
21900,2026-07-22,9335,188
21901,2026-07-22,9010,188
21902,2026-07-22,9320,188
21903,2026-07-22,8943,188
21904,2026-07-22,8992,188
21905,2026-07-22,9258,188
21906,2026-07-22,9187,188
21907,2026-07-22,9063,188
21908,2026-07-22,9262,188
21909,2026-07-22,9149,188
21910,2026-07-22,9050,188
21911,2026-07-22,8958,188
21912,2026-07-22,9323,188
21913,2026-07-22,9087,188
21914,2026-07-22,9179,188
21915,2026-07-22,9167,188
21916,2026-07-22,8963,188
21917,2026-07-22,9125,188
21918,2026-07-22,9029,188
21919,2026-07-22,9015,188
21920,2026-07-22,9084,188
21921,2026-07-22,9147,188
21922,2026-07-22,8948,188
21923,2026-07-22,9295,188
21924,2026-07-22,9136,188
21925,2026-07-22,9339,188
21926,2026-07-22,9171,188
21927,2026-07-22,9201,188
21928,2026-07-22,9306,188
21929,2026-07-22,9249,188
21930,2026-07-22,9203,188
21931,2026-07-22,8972,188
21932,2026-07-22,9020,188
21933,2026-07-22,9080,188
21934,2026-07-22,9311,188
21935,2026-07-22,9154,188
21936,2026-07-22,9052,188
21937,2026-07-22,9101,188
21938,2026-07-22,9205,188
21939,2026-07-22,9113,188
21940,2026-07-22,9096,188
21941,2026-07-22,9021,188
21942,2026-07-22,8990,188
21943,2026-07-22,8966,188
21944,2026-07-22,9200,188
21945,2026-07-22,9283,188
21946,2026-07-22,9114,188
21947,2026-07-22,9245,188
21948,2026-07-22,9058,188
21949,2026-07-22,9124,188
21950,2026-07-22,9276,188
21951,2026-07-22,9077,188
21952,2026-07-22,9139,188
21953,2026-07-22,9238,188
21954,2026-07-22,9057,188
21955,2026-07-22,9043,188
21956,2026-07-22,9061,188
21957,2026-07-22,9338,188
21958,2026-07-22,9037,188
21959,2026-07-22,9290,188
21960,2026-07-22,9076,188
21961,2026-07-22,9189,188
21962,2026-07-22,9199,188
21963,2026-07-22,9218,188
21964,2026-07-22,9074,188
21965,2026-07-22,9068,188
21966,2026-07-22,8953,188
21967,2026-07-22,8989,188
21968,2026-07-22,9291,188
21969,2026-07-22,9271,188
21970,2026-07-22,9277,188
21971,2026-07-22,9163,188
21972,2026-07-22,9285,188
21973,2026-07-22,9224,188
21974,2026-07-22,9066,188
21975,2026-07-22,9069,188
21976,2026-07-22,9160,188
21977,2026-07-22,9325,188
21978,2026-07-22,9155,188
21979,2026-07-22,9214,188
21980,2026-07-22,9219,188
21981,2026-07-22,8949,188
21982,2026-07-22,9305,188
21983,2026-07-22,9194,188
21984,2026-07-22,9228,188
21985,2026-07-22,9225,188
21986,2026-07-22,9299,188
21987,2026-07-22,9092,188
21988,2026-07-22,9234,188
21989,2026-07-22,9319,188
21990,2026-07-22,9130,188
21991,2026-07-22,9054,188
21992,2026-07-22,9111,188
21993,2026-07-22,9268,188
21994,2026-07-22,9284,188
21995,2026-07-22,8981,188
21996,2026-07-22,9156,188
21997,2026-07-22,9046,188
21998,2026-07-22,9031,188
21999,2026-07-22,9243,188
22000,2026-07-22,9241,188
22001,2026-07-22,8964,188
22002,2026-07-22,9071,188
22003,2026-07-22,9019,188
22004,2026-07-22,9035,188
22005,2026-07-22,9175,188
22006,2026-07-22,9242,188
22007,2026-07-22,9121,188
22008,2026-07-22,9095,188
22009,2026-07-22,9266,188
22010,2026-07-22,9006,188
22011,2026-07-22,8962,188
22012,2026-07-22,9181,188
22013,2026-07-22,9231,188
22014,2026-07-22,9174,188
22015,2026-07-22,9310,188
22016,2026-07-22,9340,188
22017,2026-07-22,9226,188
22018,2026-07-22,9330,188
22019,2026-07-22,8965,188
22020,2026-07-22,9004,188
22021,2026-07-22,9137,188
22022,2026-07-22,9216,188
22023,2026-07-22,9100,188
22024,2026-07-22,9223,188
22025,2026-07-22,9183,188
22026,2026-07-22,9044,188
22027,2026-07-22,9303,188
22028,2026-07-22,9038,188
22029,2026-07-22,9294,188
22030,2026-07-22,9133,188
22031,2026-07-22,9008,188
22032,2026-07-22,8942,188
22033,2026-07-22,8954,188
22034,2026-07-22,9067,188
22035,2026-07-22,9099,188
22036,2026-07-22,8973,188
22037,2026-07-22,9022,188
22038,2026-07-22,9112,188
22039,2026-07-22,9328,188
22040,2026-07-22,9143,188
22041,2026-07-22,8993,188
22042,2026-07-22,9166,188
22043,2026-07-22,9065,188
22044,2026-07-22,9333,188
22045,2026-07-22,9120,188
22046,2026-07-22,8947,188
22047,2026-07-22,9215,188
22048,2026-07-22,8950,188
22049,2026-07-22,9198,188
22050,2026-07-22,9045,188
22051,2026-07-22,9108,188
22052,2026-07-22,9083,188
22053,2026-07-22,9336,188
22054,2026-07-22,9251,188
22055,2026-07-22,9102,188
22056,2026-07-22,9267,188
22057,2026-07-22,9281,188
22058,2026-07-22,9117,188
22059,2026-07-22,9013,188
22060,2026-07-22,9220,188
22061,2026-07-22,9055,188
22062,2026-07-22,9115,188
22063,2026-07-22,8998,188
22064,2026-07-22,8969,188
22065,2026-07-22,9027,188
22066,2026-07-22,9308,188
22067,2026-07-22,9270,188
22068,2026-07-22,9138,188
22069,2026-07-22,9304,188
22070,2026-07-22,8971,188
22071,2026-07-22,9134,188
22072,2026-07-22,9011,188
22073,2026-07-22,9039,188
22074,2026-07-22,9075,188
22075,2026-07-22,9072,188
22076,2026-07-22,9184,188
22077,2026-07-22,9016,188
22078,2026-07-22,9041,188
22079,2026-07-22,9208,188
22080,2026-07-22,9275,188
22081,2026-07-22,9239,188
22082,2026-07-22,9173,188
22083,2026-07-22,9289,188
22084,2026-07-22,9172,188
22085,2026-07-22,9110,188
22086,2026-07-22,9236,188
22087,2026-07-22,9337,188
22088,2026-07-22,9165,188
22089,2026-07-22,8951,188
22090,2026-07-22,9191,188
22091,2026-07-22,9282,188
22092,2026-07-22,9028,188
22093,2026-07-22,8987,188
22094,2026-07-22,9168,188
22095,2026-07-22,9298,188
22096,2026-07-22,9017,188
22097,2026-07-22,9062,188
22098,2026-07-22,9128,188
22099,2026-07-22,9169,188
22100,2026-07-22,8957,188
22101,2026-07-22,9059,188
22102,2026-07-22,8978,188
22103,2026-07-22,9064,188
22104,2026-07-22,9196,188
22105,2026-07-22,9053,188
22106,2026-07-22,9145,188
22107,2026-07-22,8997,188
22108,2026-07-22,9161,188
22109,2026-07-22,9237,188
22110,2026-07-22,9153,188
22111,2026-07-22,9026,188
22112,2026-07-22,9192,188
22113,2026-07-22,9132,188
22114,2026-07-22,9162,188
22115,2026-07-22,8960,188
22116,2026-07-22,9177,188
22117,2026-07-22,9157,188
22118,2026-07-22,9186,188
22119,2026-07-22,9086,188
22120,2026-07-22,8982,188
22121,2026-07-22,9158,188
22122,2026-07-22,9049,188
22123,2026-07-22,9178,188
22124,2026-07-22,9332,188
22125,2026-07-22,9030,188
22126,2026-07-22,9051,188
22127,2026-07-22,8977,188
22128,2026-07-22,9012,188
22129,2026-07-22,9314,188
22130,2026-07-22,9024,188
22131,2026-07-22,9093,188
22132,2026-07-22,9315,188
22133,2026-07-22,9142,188
22134,2026-07-22,9217,188
22135,2026-07-22,9126,188
22136,2026-07-22,9070,188
22137,2026-07-22,9313,188
22138,2026-07-22,9180,188
22139,2026-07-22,9005,188
22140,2026-07-22,9244,188
22141,2026-07-22,9091,188
22142,2026-07-22,9327,188
22143,2026-07-22,8986,188
22144,2026-07-22,9316,188
22145,2026-07-22,9116,188
22146,2026-07-22,8979,188
22147,2026-07-22,8994,188
22148,2026-07-22,9247,188
22149,2026-07-22,9206,188
22150,2026-07-22,9118,188
22151,2026-07-22,8980,188
22152,2026-07-22,9326,188
22153,2026-07-22,9312,188
22154,2026-07-22,8956,188
22155,2026-07-22,9269,188
22156,2026-07-22,9261,188
22157,2026-07-22,8967,188
22158,2026-07-22,9023,188
22159,2026-07-22,9097,188
22160,2026-07-22,9098,188
22161,2026-07-22,9322,189
22162,2026-07-22,9148,189
22163,2026-07-22,8991,189
22164,2026-07-22,8952,189
22165,2026-07-22,9280,189
22166,2026-07-22,9034,189
22167,2026-07-22,9279,189
22168,2026-07-22,9123,189
22169,2026-07-22,9309,189
22170,2026-07-22,9272,189
22171,2026-07-22,9018,189
22172,2026-07-22,9246,189
22173,2026-07-22,9287,189
22174,2026-07-22,8961,189
22175,2026-07-22,9300,189
22176,2026-07-22,8968,189
22177,2026-07-22,9107,189
22178,2026-07-22,9307,189
22179,2026-07-22,8983,189
22180,2026-07-22,9146,189
22181,2026-07-22,9317,189
22182,2026-07-22,9127,189
22183,2026-07-22,9257,189
22184,2026-07-22,9085,189
22185,2026-07-22,9230,189
22186,2026-07-22,9056,189
22187,2026-07-22,9176,189
22188,2026-07-22,9240,189
22189,2026-07-22,9190,189
22190,2026-07-22,9204,189
22191,2026-07-22,9002,189
22192,2026-07-22,9278,189
22193,2026-07-22,9202,189
22194,2026-07-22,9032,189
22195,2026-07-22,9047,189
22196,2026-07-22,9286,189
22197,2026-07-22,9082,189
22198,2026-07-22,9221,189
22199,2026-07-22,8995,189
22200,2026-07-22,9265,189
22201,2026-07-22,9025,189
22202,2026-07-22,9324,189
22203,2026-07-22,9227,189
22204,2026-07-22,9259,189
22205,2026-07-22,9301,189
22206,2026-07-22,8945,189
22207,2026-07-22,9197,189
22208,2026-07-22,9232,189
22209,2026-07-22,9078,189
22210,2026-07-22,8946,189
22211,2026-07-22,9119,189
22212,2026-07-22,9212,189
22213,2026-07-22,9248,189
22214,2026-07-22,9185,189
22215,2026-07-22,9036,189
22216,2026-07-22,9000,189
22217,2026-07-22,8955,189
22218,2026-07-22,9288,189
22219,2026-07-22,9014,189
22220,2026-07-22,8999,189
22221,2026-07-22,8944,189
22222,2026-07-22,9213,189
22223,2026-07-22,9105,189
22224,2026-07-22,9273,189
22225,2026-07-22,9140,189
22226,2026-07-22,9131,189
22227,2026-07-22,8984,189
22228,2026-07-22,9042,189
22229,2026-07-22,9151,189
22230,2026-07-22,8976,189
22231,2026-07-22,9104,189
22232,2026-07-22,9170,189
22233,2026-07-22,9141,189
22234,2026-07-22,9164,189
22235,2026-07-22,9256,189
22236,2026-07-22,9144,189
22237,2026-07-22,9079,189
22238,2026-07-22,9150,189
22239,2026-07-22,9274,189
22240,2026-07-22,9335,189
22241,2026-07-22,9010,189
22242,2026-07-22,9320,189
22243,2026-07-22,8943,189
22244,2026-07-22,8992,189
22245,2026-07-22,9258,189
22246,2026-07-22,9187,189
22247,2026-07-22,9063,189
22248,2026-07-22,9262,189
22249,2026-07-22,9149,189
22250,2026-07-22,9050,189
22251,2026-07-22,8958,189
22252,2026-07-22,9323,189
22253,2026-07-22,9087,189
22254,2026-07-22,9179,189
22255,2026-07-22,9167,189
22256,2026-07-22,8963,189
22257,2026-07-22,9125,189
22258,2026-07-22,9029,189
22259,2026-07-22,9015,189
22260,2026-07-22,9084,189
22261,2026-07-22,9147,189
22262,2026-07-22,8948,189
22263,2026-07-22,9295,189
22264,2026-07-22,9136,189
22265,2026-07-22,9339,189
22266,2026-07-22,9171,189
22267,2026-07-22,9201,189
22268,2026-07-22,9306,189
22269,2026-07-22,9249,189
22270,2026-07-22,9203,189
22271,2026-07-22,8972,189
22272,2026-07-22,9020,189
22273,2026-07-22,9080,189
22274,2026-07-22,9311,189
22275,2026-07-22,9154,189
22276,2026-07-22,9052,189
22277,2026-07-22,9101,189
22278,2026-07-22,9205,189
22279,2026-07-22,9113,189
22280,2026-07-22,9096,189
22281,2026-07-22,9021,189
22282,2026-07-22,8990,189
22283,2026-07-22,8966,189
22284,2026-07-22,9200,189
22285,2026-07-22,9283,189
22286,2026-07-22,9114,189
22287,2026-07-22,9245,189
22288,2026-07-22,9058,189
22289,2026-07-22,9124,189
22290,2026-07-22,9276,189
22291,2026-07-22,9077,189
22292,2026-07-22,9139,189
22293,2026-07-22,9238,189
22294,2026-07-22,9057,189
22295,2026-07-22,9043,189
22296,2026-07-22,9061,189
22297,2026-07-22,9338,189
22298,2026-07-22,9037,189
22299,2026-07-22,9290,189
22300,2026-07-22,9076,189
22301,2026-07-22,9189,189
22302,2026-07-22,9199,189
22303,2026-07-22,9218,189
22304,2026-07-22,9074,189
22305,2026-07-22,9068,189
22306,2026-07-22,8953,189
22307,2026-07-22,8989,189
22308,2026-07-22,9291,189
22309,2026-07-22,9271,189
22310,2026-07-22,9277,189
22311,2026-07-22,9163,189
22312,2026-07-22,9285,189
22313,2026-07-22,9224,189
22314,2026-07-22,9066,189
22315,2026-07-22,9069,189
22316,2026-07-22,9160,189
22317,2026-07-22,9325,189
22318,2026-07-22,9155,189
22319,2026-07-22,9214,189
22320,2026-07-22,9219,189
22321,2026-07-22,8949,189
22322,2026-07-22,9305,189
22323,2026-07-22,9194,189
22324,2026-07-22,9228,189
22325,2026-07-22,9225,189
22326,2026-07-22,9299,189
22327,2026-07-22,9092,189
22328,2026-07-22,9234,189
22329,2026-07-22,9319,189
22330,2026-07-22,9130,189
22331,2026-07-22,9054,189
22332,2026-07-22,9111,189
22333,2026-07-22,9268,189
22334,2026-07-22,9284,189
22335,2026-07-22,8981,189
22336,2026-07-22,9156,189
22337,2026-07-22,9046,189
22338,2026-07-22,9031,189
22339,2026-07-22,9243,189
22340,2026-07-22,9241,189
22341,2026-07-22,8964,189
22342,2026-07-22,9071,189
22343,2026-07-22,9019,189
22344,2026-07-22,9035,189
22345,2026-07-22,9175,189
22346,2026-07-22,9242,189
22347,2026-07-22,9121,189
22348,2026-07-22,9095,189
22349,2026-07-22,9266,189
22350,2026-07-22,9006,189
22351,2026-07-22,8962,189
22352,2026-07-22,9181,189
22353,2026-07-22,9231,189
22354,2026-07-22,9174,189
22355,2026-07-22,9310,189
22356,2026-07-22,9340,189
22357,2026-07-22,9226,189
22358,2026-07-22,9330,189
22359,2026-07-22,8965,189
22360,2026-07-22,9004,189
22361,2026-07-22,9137,189
22362,2026-07-22,9216,189
22363,2026-07-22,9100,189
22364,2026-07-22,9223,189
22365,2026-07-22,9183,189
22366,2026-07-22,9044,189
22367,2026-07-22,9303,189
22368,2026-07-22,9038,189
22369,2026-07-22,9294,189
22370,2026-07-22,9133,189
22371,2026-07-22,9008,189
22372,2026-07-22,8942,189
22373,2026-07-22,8954,189
22374,2026-07-22,9067,189
22375,2026-07-22,9099,189
22376,2026-07-22,8973,189
22377,2026-07-22,9022,189
22378,2026-07-22,9112,189
22379,2026-07-22,9328,189
22380,2026-07-22,9143,189
22381,2026-07-22,8993,189
22382,2026-07-22,9166,189
22383,2026-07-22,9065,189
22384,2026-07-22,9333,189
22385,2026-07-22,9120,189
22386,2026-07-22,8947,189
22387,2026-07-22,9215,189
22388,2026-07-22,8950,189
22389,2026-07-22,9198,189
22390,2026-07-22,9045,189
22391,2026-07-22,9108,189
22392,2026-07-22,9083,189
22393,2026-07-22,9336,189
22394,2026-07-22,9251,189
22395,2026-07-22,9102,189
22396,2026-07-22,9267,189
22397,2026-07-22,9281,189
22398,2026-07-22,9117,189
22399,2026-07-22,9013,189
22400,2026-07-22,9220,189
22401,2026-07-22,9055,189
22402,2026-07-22,9115,189
22403,2026-07-22,8998,189
22404,2026-07-22,8969,189
22405,2026-07-22,9027,189
22406,2026-07-22,9308,189
22407,2026-07-22,9270,189
22408,2026-07-22,9138,189
22409,2026-07-22,9304,189
22410,2026-07-22,8971,189
