id,fecha,estudiante_id,grado_id,periodo_id,seccion_id
83129,2026-07-22,8943,171,189,504
83130,2026-07-22,8943,171,190,504
83131,2026-07-22,8992,171,187,505
83132,2026-07-22,8992,171,188,505
83133,2026-07-22,8992,171,189,505
83134,2026-07-22,8992,171,190,505
83135,2026-07-22,9258,171,187,504
83136,2026-07-22,9258,171,188,504
83137,2026-07-22,9258,171,189,504
83138,2026-07-22,9258,171,190,504
83139,2026-07-22,9187,171,187,505
83140,2026-07-22,9187,171,188,505
83141,2026-07-22,9187,171,189,505
83142,2026-07-22,9187,171,190,505
83143,2026-07-22,9063,171,187,504
83144,2026-07-22,9063,171,188,504
83145,2026-07-22,9063,171,189,504
83146,2026-07-22,9063,171,190,504
83147,2026-07-22,9262,171,187,505
83148,2026-07-22,9262,171,188,505
83149,2026-07-22,9262,171,189,505
83150,2026-07-22,9262,171,190,505
83151,2026-07-22,9149,171,187,504
83152,2026-07-22,9149,171,188,504
83153,2026-07-22,9149,171,189,504
83154,2026-07-22,9149,171,190,504
83155,2026-07-22,9050,171,187,505
83156,2026-07-22,9050,171,188,505
83157,2026-07-22,9050,171,189,505
83158,2026-07-22,9050,171,190,505
83159,2026-07-22,8958,171,187,504
83160,2026-07-22,8958,171,188,504
83161,2026-07-22,8958,171,189,504
83162,2026-07-22,8958,171,190,504
83163,2026-07-22,9323,171,187,505
83164,2026-07-22,9323,171,188,505
83165,2026-07-22,9323,171,189,505
83166,2026-07-22,9323,171,190,505
83167,2026-07-22,9087,171,187,504
83168,2026-07-22,9087,171,188,504
83169,2026-07-22,9087,171,189,504
83170,2026-07-22,9087,171,190,504
83171,2026-07-22,9179,172,187,506
83172,2026-07-22,9179,172,188,506
83173,2026-07-22,9179,172,189,506
83174,2026-07-22,9179,172,190,506
83175,2026-07-22,9167,172,187,507
83176,2026-07-22,9167,172,188,507
83177,2026-07-22,9167,172,189,507
83178,2026-07-22,9167,172,190,507
83179,2026-07-22,8963,172,187,506
83180,2026-07-22,8963,172,188,506
83181,2026-07-22,8963,172,189,506
83182,2026-07-22,8963,172,190,506
83183,2026-07-22,9125,172,187,507
83184,2026-07-22,9125,172,188,507
83185,2026-07-22,9125,172,189,507
83186,2026-07-22,9125,172,190,507
83187,2026-07-22,9029,172,187,506
83188,2026-07-22,9029,172,188,506
83189,2026-07-22,9029,172,189,506
83190,2026-07-22,9029,172,190,506
83191,2026-07-22,9015,172,187,507
83192,2026-07-22,9015,172,188,507
83193,2026-07-22,9015,172,189,507
83194,2026-07-22,9015,172,190,507
83195,2026-07-22,9084,172,187,506
83196,2026-07-22,9084,172,188,506
83197,2026-07-22,9084,172,189,506
83198,2026-07-22,9084,172,190,506
83199,2026-07-22,9147,172,187,507
83200,2026-07-22,9147,172,188,507
83201,2026-07-22,9147,172,189,507
83202,2026-07-22,9147,172,190,507
83203,2026-07-22,8948,172,187,506
83204,2026-07-22,8948,172,188,506
83205,2026-07-22,8948,172,189,506
83206,2026-07-22,8948,172,190,506
83207,2026-07-22,9295,172,187,507
83208,2026-07-22,9295,172,188,507
83209,2026-07-22,9295,172,189,507
83210,2026-07-22,9295,172,190,507
83211,2026-07-22,9136,172,187,506
83212,2026-07-22,9136,172,188,506
83213,2026-07-22,9136,172,189,506
83214,2026-07-22,9136,172,190,506
83215,2026-07-22,9339,172,187,507
83216,2026-07-22,9339,172,188,507
83217,2026-07-22,9339,172,189,507
83218,2026-07-22,9339,172,190,507
83219,2026-07-22,9171,172,187,506
83220,2026-07-22,9171,172,188,506
83221,2026-07-22,9171,172,189,506
83222,2026-07-22,9171,172,190,506
83223,2026-07-22,9201,172,187,507
83224,2026-07-22,9201,172,188,507
83225,2026-07-22,9201,172,189,507
83226,2026-07-22,9201,172,190,507
83227,2026-07-22,9306,172,187,506
83228,2026-07-22,9306,172,188,506
83229,2026-07-22,9306,172,189,506
83230,2026-07-22,9306,172,190,506
83231,2026-07-22,9249,172,187,507
83232,2026-07-22,9249,172,188,507
83233,2026-07-22,9249,172,189,507
83234,2026-07-22,9249,172,190,507
83235,2026-07-22,9203,172,187,506
83236,2026-07-22,9203,172,188,506
83237,2026-07-22,9203,172,189,506
83238,2026-07-22,9203,172,190,506
83239,2026-07-22,8972,172,187,507
83240,2026-07-22,8972,172,188,507
83241,2026-07-22,8972,172,189,507
83242,2026-07-22,8972,172,190,507
83243,2026-07-22,9020,172,187,506
83244,2026-07-22,9020,172,188,506
83245,2026-07-22,9020,172,189,506
83246,2026-07-22,9020,172,190,506
83247,2026-07-22,9080,172,187,507
83248,2026-07-22,9080,172,188,507
83249,2026-07-22,9080,172,189,507
83250,2026-07-22,9080,172,190,507
83251,2026-07-22,9311,172,187,506
83252,2026-07-22,9311,172,188,506
83253,2026-07-22,9311,172,189,506
83254,2026-07-22,9311,172,190,506
83255,2026-07-22,9154,172,187,507
83256,2026-07-22,9154,172,188,507
83257,2026-07-22,9154,172,189,507
83258,2026-07-22,9154,172,190,507
83259,2026-07-22,9052,172,187,506
83260,2026-07-22,9052,172,188,506
83261,2026-07-22,9052,172,189,506
83262,2026-07-22,9052,172,190,506
83263,2026-07-22,9101,172,187,507
83264,2026-07-22,9101,172,188,507
83265,2026-07-22,9101,172,189,507
83266,2026-07-22,9101,172,190,507
83267,2026-07-22,9205,172,187,506
83268,2026-07-22,9205,172,188,506
83269,2026-07-22,9205,172,189,506
83270,2026-07-22,9205,172,190,506
83271,2026-07-22,9113,172,187,507
83272,2026-07-22,9113,172,188,507
83273,2026-07-22,9113,172,189,507
83274,2026-07-22,9113,172,190,507
83275,2026-07-22,9096,172,187,506
83276,2026-07-22,9096,172,188,506
83277,2026-07-22,9096,172,189,506
83278,2026-07-22,9096,172,190,506
83279,2026-07-22,9021,172,187,507
83280,2026-07-22,9021,172,188,507
83281,2026-07-22,9021,172,189,507
83282,2026-07-22,9021,172,190,507
83283,2026-07-22,8990,172,187,506
83284,2026-07-22,8990,172,188,506
83285,2026-07-22,8990,172,189,506
83286,2026-07-22,8990,172,190,506
83287,2026-07-22,8966,172,187,507
83288,2026-07-22,8966,172,188,507
83289,2026-07-22,8966,172,189,507
83290,2026-07-22,8966,172,190,507
83291,2026-07-22,9200,172,187,506
83292,2026-07-22,9200,172,188,506
83293,2026-07-22,9200,172,189,506
83294,2026-07-22,9200,172,190,506
83295,2026-07-22,9283,173,187,508
83296,2026-07-22,9283,173,188,508
83297,2026-07-22,9283,173,189,508
83298,2026-07-22,9283,173,190,508
83299,2026-07-22,9114,173,187,509
83300,2026-07-22,9114,173,188,509
83301,2026-07-22,9114,173,189,509
83302,2026-07-22,9114,173,190,509
83303,2026-07-22,9245,173,187,508
83304,2026-07-22,9245,173,188,508
83305,2026-07-22,9245,173,189,508
83306,2026-07-22,9245,173,190,508
83307,2026-07-22,9058,173,187,509
83308,2026-07-22,9058,173,188,509
83309,2026-07-22,9058,173,189,509
83310,2026-07-22,9058,173,190,509
83311,2026-07-22,9124,173,187,508
83312,2026-07-22,9124,173,188,508
83313,2026-07-22,9124,173,189,508
83314,2026-07-22,9124,173,190,508
83315,2026-07-22,9276,173,187,509
83316,2026-07-22,9276,173,188,509
83317,2026-07-22,9276,173,189,509
83318,2026-07-22,9276,173,190,509
83319,2026-07-22,9077,173,187,508
83320,2026-07-22,9077,173,188,508
83321,2026-07-22,9077,173,189,508
83322,2026-07-22,9077,173,190,508
83323,2026-07-22,9139,173,187,509
83324,2026-07-22,9139,173,188,509
83325,2026-07-22,9139,173,189,509
83326,2026-07-22,9139,173,190,509
83327,2026-07-22,9238,173,187,508
83328,2026-07-22,9238,173,188,508
83329,2026-07-22,9238,173,189,508
83330,2026-07-22,9238,173,190,508
83331,2026-07-22,9057,173,187,509
83332,2026-07-22,9057,173,188,509
83333,2026-07-22,9057,173,189,509
83334,2026-07-22,9057,173,190,509
83335,2026-07-22,9043,173,187,508
83336,2026-07-22,9043,173,188,508
83337,2026-07-22,9043,173,189,508
83338,2026-07-22,9043,173,190,508
83339,2026-07-22,9061,173,187,509
83340,2026-07-22,9061,173,188,509
83341,2026-07-22,9061,173,189,509
83342,2026-07-22,9061,173,190,509
83343,2026-07-22,9338,173,187,508
83344,2026-07-22,9338,173,188,508
83345,2026-07-22,9338,173,189,508
83346,2026-07-22,9338,173,190,508
83347,2026-07-22,9037,173,187,509
83348,2026-07-22,9037,173,188,509
83349,2026-07-22,9037,173,189,509
83350,2026-07-22,9037,173,190,509
83351,2026-07-22,9290,173,187,508
83352,2026-07-22,9290,173,188,508
83353,2026-07-22,9290,173,189,508
83354,2026-07-22,9290,173,190,508
83355,2026-07-22,9076,173,187,509
83356,2026-07-22,9076,173,188,509
83357,2026-07-22,9076,173,189,509
83358,2026-07-22,9076,173,190,509
83359,2026-07-22,9189,173,187,508
83360,2026-07-22,9189,173,188,508
83361,2026-07-22,9189,173,189,508
83362,2026-07-22,9189,173,190,508
83363,2026-07-22,9199,173,187,509
83364,2026-07-22,9199,173,188,509
83365,2026-07-22,9199,173,189,509
83366,2026-07-22,9199,173,190,509
83367,2026-07-22,9218,173,187,508
83368,2026-07-22,9218,173,188,508
83369,2026-07-22,9218,173,189,508
83370,2026-07-22,9218,173,190,508
83371,2026-07-22,9074,173,187,509
83372,2026-07-22,9074,173,188,509
83373,2026-07-22,9074,173,189,509
83374,2026-07-22,9074,173,190,509
83375,2026-07-22,9068,173,187,508
83376,2026-07-22,9068,173,188,508
83377,2026-07-22,9068,173,189,508
83378,2026-07-22,9068,173,190,508
83379,2026-07-22,8953,173,187,509
83380,2026-07-22,8953,173,188,509
83381,2026-07-22,8953,173,189,509
83382,2026-07-22,8953,173,190,509
83383,2026-07-22,8989,173,187,508
83384,2026-07-22,8989,173,188,508
83385,2026-07-22,8989,173,189,508
83386,2026-07-22,8989,173,190,508
83387,2026-07-22,9291,173,187,509
83388,2026-07-22,9291,173,188,509
83389,2026-07-22,9291,173,189,509
83390,2026-07-22,9291,173,190,509
83391,2026-07-22,9271,173,187,508
83392,2026-07-22,9271,173,188,508
83393,2026-07-22,9271,173,189,508
83394,2026-07-22,9271,173,190,508
83395,2026-07-22,9277,173,187,509
83396,2026-07-22,9277,173,188,509
83397,2026-07-22,9277,173,189,509
83398,2026-07-22,9277,173,190,509
83399,2026-07-22,9163,173,187,508
83400,2026-07-22,9163,173,188,508
83401,2026-07-22,9163,173,189,508
83402,2026-07-22,9163,173,190,508
83403,2026-07-22,9285,173,187,509
83404,2026-07-22,9285,173,188,509
83405,2026-07-22,9285,173,189,509
83406,2026-07-22,9285,173,190,509
83407,2026-07-22,9224,173,187,508
83408,2026-07-22,9224,173,188,508
83409,2026-07-22,9224,173,189,508
83410,2026-07-22,9224,173,190,508
83411,2026-07-22,9066,173,187,509
83412,2026-07-22,9066,173,188,509
83413,2026-07-22,9066,173,189,509
83414,2026-07-22,9066,173,190,509
83415,2026-07-22,9069,173,187,508
83416,2026-07-22,9069,173,188,508
83417,2026-07-22,9069,173,189,508
83418,2026-07-22,9069,173,190,508
83419,2026-07-22,9160,174,187,510
83420,2026-07-22,9160,174,188,510
83421,2026-07-22,9160,174,189,510
83422,2026-07-22,9160,174,190,510
83423,2026-07-22,9325,174,187,511
83424,2026-07-22,9325,174,188,511
83425,2026-07-22,9325,174,189,511
83426,2026-07-22,9325,174,190,511
83427,2026-07-22,9155,174,187,510
83428,2026-07-22,9155,174,188,510
83429,2026-07-22,9155,174,189,510
83430,2026-07-22,9155,174,190,510
83431,2026-07-22,9214,174,187,511
83432,2026-07-22,9214,174,188,511
83433,2026-07-22,9214,174,189,511
83434,2026-07-22,9214,174,190,511
83435,2026-07-22,9219,174,187,510
83436,2026-07-22,9219,174,188,510
83437,2026-07-22,9219,174,189,510
83438,2026-07-22,9219,174,190,510
83439,2026-07-22,8949,174,187,511
83440,2026-07-22,8949,174,188,511
83441,2026-07-22,8949,174,189,511
83442,2026-07-22,8949,174,190,511
83443,2026-07-22,9305,174,187,510
83444,2026-07-22,9305,174,188,510
83445,2026-07-22,9305,174,189,510
83446,2026-07-22,9305,174,190,510
83447,2026-07-22,9194,174,187,511
83448,2026-07-22,9194,174,188,511
83449,2026-07-22,9194,174,189,511
83450,2026-07-22,9194,174,190,511
83451,2026-07-22,9228,174,187,510
83452,2026-07-22,9228,174,188,510
83453,2026-07-22,9228,174,189,510
83454,2026-07-22,9228,174,190,510
83455,2026-07-22,9225,174,187,511
83456,2026-07-22,9225,174,188,511
83457,2026-07-22,9225,174,189,511
83458,2026-07-22,9225,174,190,511
83459,2026-07-22,9299,174,187,510
83460,2026-07-22,9299,174,188,510
83461,2026-07-22,9299,174,189,510
83462,2026-07-22,9299,174,190,510
83463,2026-07-22,9092,174,187,511
83464,2026-07-22,9092,174,188,511
83465,2026-07-22,9092,174,189,511
83466,2026-07-22,9092,174,190,511
83467,2026-07-22,9234,174,187,510
83468,2026-07-22,9234,174,188,510
83469,2026-07-22,9234,174,189,510
83470,2026-07-22,9234,174,190,510
83471,2026-07-22,9319,174,187,511
83472,2026-07-22,9319,174,188,511
83473,2026-07-22,9319,174,189,511
83474,2026-07-22,9319,174,190,511
83475,2026-07-22,9130,174,187,510
83476,2026-07-22,9130,174,188,510
83477,2026-07-22,9130,174,189,510
83478,2026-07-22,9130,174,190,510
83479,2026-07-22,9054,174,187,511
83480,2026-07-22,9054,174,188,511
83481,2026-07-22,9054,174,189,511
83482,2026-07-22,9054,174,190,511
83483,2026-07-22,9111,174,187,510
83484,2026-07-22,9111,174,188,510
83485,2026-07-22,9111,174,189,510
83486,2026-07-22,9111,174,190,510
83487,2026-07-22,9268,174,187,511
83488,2026-07-22,9268,174,188,511
83489,2026-07-22,9268,174,189,511
83490,2026-07-22,9268,174,190,511
83491,2026-07-22,9284,174,187,510
83492,2026-07-22,9284,174,188,510
83493,2026-07-22,9284,174,189,510
83494,2026-07-22,9284,174,190,510
83495,2026-07-22,8981,174,187,511
83496,2026-07-22,8981,174,188,511
83497,2026-07-22,8981,174,189,511
83498,2026-07-22,8981,174,190,511
83499,2026-07-22,9156,174,187,510
83500,2026-07-22,9156,174,188,510
83501,2026-07-22,9156,174,189,510
83502,2026-07-22,9156,174,190,510
83503,2026-07-22,9046,174,187,511
83504,2026-07-22,9046,174,188,511
83505,2026-07-22,9046,174,189,511
83506,2026-07-22,9046,174,190,511
83507,2026-07-22,9031,174,187,510
83508,2026-07-22,9031,174,188,510
83509,2026-07-22,9031,174,189,510
83510,2026-07-22,9031,174,190,510
83511,2026-07-22,9243,174,187,511
83512,2026-07-22,9243,174,188,511
83513,2026-07-22,9243,174,189,511
83514,2026-07-22,9243,174,190,511
83515,2026-07-22,9241,174,187,510
83516,2026-07-22,9241,174,188,510
83517,2026-07-22,9241,174,189,510
83518,2026-07-22,9241,174,190,510
83519,2026-07-22,8964,174,187,511
83520,2026-07-22,8964,174,188,511
83521,2026-07-22,8964,174,189,511
83522,2026-07-22,8964,174,190,511
83523,2026-07-22,9071,174,187,510
83524,2026-07-22,9071,174,188,510
83525,2026-07-22,9071,174,189,510
83526,2026-07-22,9071,174,190,510
83527,2026-07-22,9019,174,187,511
83528,2026-07-22,9019,174,188,511
83529,2026-07-22,9019,174,189,511
83530,2026-07-22,9019,174,190,511
83531,2026-07-22,9035,174,187,510
