id,fecha,estado,observacion,estudiante_id
473065,2024-03-18,Presente,,9319
473066,2024-03-18,Presente,,9130
473067,2024-03-18,Presente,,9054
473068,2024-03-18,Presente,,9111
473069,2024-03-18,Presente,,9268
473070,2024-03-18,Presente,,9284
473071,2024-03-18,Presente,,8981
473072,2024-03-18,Presente,,9156
473073,2024-03-18,Presente,,9046
473074,2024-03-18,Presente,,9031
473075,2024-03-18,Presente,,9243
473076,2024-03-18,Presente,,9241
473077,2024-03-18,Presente,,8964
473078,2024-03-18,Presente,,9071
473079,2024-03-18,Presente,,9019
473080,2024-03-18,Falta,Inasistencia injustificada,9035
473081,2024-03-18,Presente,,9175
473082,2024-03-18,Presente,,9242
473083,2024-03-18,Presente,,9121
473084,2024-03-18,Presente,,9095
473085,2024-03-18,Presente,,9266
473086,2024-03-18,Presente,,9006
473087,2024-03-18,Presente,,8962
473088,2024-03-18,Falta,Inasistencia injustificada,9181
473089,2024-03-18,Presente,,9231
473090,2024-03-18,Presente,,9174
473091,2024-03-18,Presente,,9310
473092,2024-03-18,Presente,,9340
473093,2024-03-18,Falta,Inasistencia injustificada,9226
473094,2024-03-18,Presente,,9330
473095,2024-03-18,Presente,,8965
473096,2024-03-18,Presente,,9004
473097,2024-03-18,Presente,,9137
473098,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9216
473099,2024-03-18,Presente,,9100
473100,2024-03-18,Presente,,9223
473101,2024-03-18,Presente,,9183
473102,2024-03-18,Presente,,9044
473103,2024-03-18,Presente,,9303
473104,2024-03-18,Falta,Inasistencia injustificada,9038
473105,2024-03-18,Presente,,9294
473106,2024-03-18,Presente,,9133
473107,2024-03-18,Presente,,9008
473108,2024-03-18,Presente,,8942
473109,2024-03-18,Presente,,8954
473110,2024-03-18,Presente,,9067
473111,2024-03-18,Presente,,9099
473112,2024-03-18,Presente,,8973
473113,2024-03-18,Presente,,9022
473114,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9112
473115,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9328
473116,2024-03-18,Presente,,9143
473117,2024-03-18,Presente,,8993
473118,2024-03-18,Presente,,9166
473119,2024-03-18,Presente,,9065
473120,2024-03-18,Presente,,9333
473121,2024-03-18,Presente,,9120
473122,2024-03-18,Presente,,8947
473123,2024-03-18,Presente,,9215
473124,2024-03-18,Presente,,8950
473125,2024-03-18,Presente,,9198
473126,2024-03-18,Presente,,9045
473127,2024-03-18,Presente,,9108
473128,2024-03-18,Presente,,9083
473129,2024-03-18,Presente,,9336
473130,2024-03-18,Presente,,9251
473131,2024-03-18,Falta,Inasistencia injustificada,9102
473132,2024-03-18,Presente,,9267
473133,2024-03-18,Presente,,9281
473134,2024-03-18,Presente,,9117
473135,2024-03-18,Presente,,9013
473136,2024-03-18,Presente,,9220
473137,2024-03-18,Presente,,9055
473138,2024-03-18,Presente,,9115
473139,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,8998
473140,2024-03-18,Presente,,8969
473141,2024-03-18,Presente,,9027
473142,2024-03-18,Presente,,9308
473143,2024-03-18,Presente,,9270
473144,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9138
473145,2024-03-18,Presente,,9304
473146,2024-03-18,Presente,,8971
473147,2024-03-18,Presente,,9134
473148,2024-03-18,Presente,,9011
473149,2024-03-18,Presente,,9039
473150,2024-03-18,Presente,,9075
473151,2024-03-18,Presente,,9072
473152,2024-03-18,Presente,,9184
473153,2024-03-18,Presente,,9016
473154,2024-03-18,Presente,,9041
473155,2024-03-18,Presente,,9208
473156,2024-03-18,Presente,,9275
473157,2024-03-18,Presente,,9239
473158,2024-03-18,Presente,,9173
473159,2024-03-18,Presente,,9289
473160,2024-03-18,Presente,,9172
473161,2024-03-18,Presente,,9110
473162,2024-03-18,Presente,,9236
473163,2024-03-18,Presente,,9337
473164,2024-03-18,Presente,,9165
473165,2024-03-18,Presente,,8951
473166,2024-03-18,Presente,,9191
473167,2024-03-18,Presente,,9282
473168,2024-03-18,Presente,,9028
473169,2024-03-18,Presente,,8987
473170,2024-03-18,Presente,,9168
473171,2024-03-18,Presente,,9298
473172,2024-03-18,Presente,,9017
473173,2024-03-18,Presente,,9062
473174,2024-03-18,Presente,,9128
473175,2024-03-18,Presente,,9169
473176,2024-03-18,Falta,Inasistencia injustificada,8957
473177,2024-03-18,Presente,,9059
473178,2024-03-18,Falta,Inasistencia injustificada,8978
473179,2024-03-18,Presente,,9064
473180,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9196
473181,2024-03-18,Presente,,9053
473182,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9145
473183,2024-03-18,Presente,,8997
473184,2024-03-18,Presente,,9161
473185,2024-03-18,Presente,,9237
473186,2024-03-18,Presente,,9153
473187,2024-03-18,Presente,,9026
473188,2024-03-18,Presente,,9192
473189,2024-03-18,Falta,Inasistencia injustificada,9132
473190,2024-03-18,Presente,,9162
473191,2024-03-18,Presente,,8960
473192,2024-03-18,Presente,,9177
473193,2024-03-18,Presente,,9157
473194,2024-03-18,Presente,,9186
473195,2024-03-18,Presente,,9086
473196,2024-03-18,Presente,,8982
473197,2024-03-18,Presente,,9158
473198,2024-03-18,Falta,Inasistencia injustificada,9049
473199,2024-03-18,Presente,,9178
473200,2024-03-18,Presente,,9332
473201,2024-03-18,Presente,,9030
473202,2024-03-18,Presente,,9051
473203,2024-03-18,Presente,,8977
473204,2024-03-18,Presente,,9012
473205,2024-03-18,Presente,,9314
473206,2024-03-18,Presente,,9024
473207,2024-03-18,Presente,,9093
473208,2024-03-18,Presente,,9315
473209,2024-03-18,Presente,,9142
473210,2024-03-18,Presente,,9217
473211,2024-03-18,Presente,,9126
473212,2024-03-18,Presente,,9070
473213,2024-03-18,Presente,,9313
473214,2024-03-18,Presente,,9180
473215,2024-03-18,Presente,,9005
473216,2024-03-18,Presente,,9244
473217,2024-03-18,Presente,,9091
473218,2024-03-18,Tardanza,Llegó tarde al bloque de ingreso,9327
473219,2024-03-18,Presente,,8986
473220,2024-03-18,Presente,,9316
473221,2024-03-18,Presente,,9116
473222,2024-03-18,Presente,,8979
473223,2024-03-18,Presente,,8994
473224,2024-03-18,Presente,,9247
473225,2024-03-18,Presente,,9206
473226,2024-03-18,Presente,,9118
473227,2024-03-18,Presente,,8980
473228,2024-03-18,Presente,,9326
473229,2024-03-18,Presente,,9312
473230,2024-03-18,Presente,,8956
473231,2024-03-18,Presente,,9269
473232,2024-03-18,Presente,,9261
473233,2024-03-18,Presente,,8967
473234,2024-03-18,Presente,,9023
473235,2024-03-18,Presente,,9097
473236,2024-03-18,Presente,,9098
473237,2024-03-19,Presente,,9322
473238,2024-03-19,Presente,,9148
473239,2024-03-19,Presente,,8991
473240,2024-03-19,Presente,,8952
473241,2024-03-19,Presente,,9280
473242,2024-03-19,Presente,,9034
473243,2024-03-19,Presente,,9279
473244,2024-03-19,Presente,,9123
473245,2024-03-19,Tardanza,Llegó tarde al bloque de ingreso,9309
473246,2024-03-19,Presente,,9272
473247,2024-03-19,Presente,,9018
473248,2024-03-19,Presente,,9246
473249,2024-03-19,Presente,,9287
473250,2024-03-19,Presente,,8961
473251,2024-03-19,Presente,,9300
473252,2024-03-19,Tardanza,Llegó tarde al bloque de ingreso,8968
473253,2024-03-19,Presente,,9107
473254,2024-03-19,Presente,,9307
473255,2024-03-19,Presente,,8983
473256,2024-03-19,Presente,,9146
473257,2024-03-19,Presente,,9317
473258,2024-03-19,Presente,,9127
473259,2024-03-19,Presente,,9257
473260,2024-03-19,Presente,,9085
473261,2024-03-19,Presente,,9230
473262,2024-03-19,Presente,,9056
473263,2024-03-19,Presente,,9176
473264,2024-03-19,Presente,,9240
473265,2024-03-19,Presente,,9190
473266,2024-03-19,Tardanza,Llegó tarde al bloque de ingreso,9204
473267,2024-03-19,Presente,,9002
473268,2024-03-19,Presente,,9278
473269,2024-03-19,Presente,,9202
473270,2024-03-19,Presente,,9032
473271,2024-03-19,Presente,,9047
473272,2024-03-19,Presente,,9286
473273,2024-03-19,Presente,,9082
473274,2024-03-19,Presente,,9221
473275,2024-03-19,Presente,,8995
473276,2024-03-19,Presente,,9265
473277,2024-03-19,Presente,,9025
473278,2024-03-19,Presente,,9324
